
中央频道,#genre#
深圳娱乐,http://171.110.10.77:8181/tsfile/live/1115_1.m3u8
深圳少儿,http://171.110.10.77:8181/tsfile/live/1117_1.m3u8
深圳公共,http://171.110.10.77:8181/tsfile/live/1119_1.m3u8

数字体验,#genre#
4KUHD,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225726/index.m3u8
4K超高清电影,http://175.154.201.15:5003/custom28.m3u8
4K乐享超清,http://175.154.201.15:5003/custom27.m3u8
4K绚影,http://175.154.201.15:5003/custom41.m3u8
4KCCTV16,http://b1batman.qicp.vip:8055/udp/239.45.0.12:5140
4K爱上,http://111.20.33.70/PLTV/88888893/224/3221226352/index.m3u8
4K苏州,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
4K欢笑剧场,http://111.20.33.70/PLTV/88888893/224/3221226582/index.m3u8
4K广东综艺,http://183.27.249.86:9901/tsfile/live/1004_1.m3u8
DOXTV,http://171.110.10.77:8181/tsfile/live/1076_1.m3u8
北京纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8
金鹰纪实,http://111.20.33.70/PLTV/88888893/224/3221226351/index.m3u8
金鹰纪实,http://b1batman.qicp.vip:8055/udp/239.45.1.45:5140
北京纪实,http://b1batman.qicp.vip:8055/udp/239.45.1.14:5140
求索纪录,http://175.154.201.15:5003/custom67.m3u8

CHC动作电影,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000291&playtoken=ABCDEFGH&auth=no
CHC高清电影,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000180&playtoken=ABCDEFGH&auth=no
CHC家庭电影,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000290&playtoken=ABCDEFGH&auth=no

CHC高清电影,http://111.20.33.70/PLTV/88888893/224/3221226463/index.m3u8
CHC家庭电影,http://111.20.33.70/PLTV/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8

CHC家庭电影,http://171.110.10.77:8181/tsfile/live/1056_1.m3u8
CHC动作电影,http://171.110.10.77:8181/tsfile/live/1066_1.m3u8
CHC高清电影,http://171.110.10.77:8181/tsfile/live/1067_1.m3u8


NewTV,#genre#
爱情喜剧,http://111.40.196.38/PLTV/88888888/224/3221225616/index.m3u8
超级电视剧,http://111.13.42.234/PLTV/88888888/224/3221226368/1.m3u8
超级电影,http://39.135.34.144:8080/000000001000/1000000001000012884/index.m3u8?test/PLTV/=02
超级体育,http://111.40.196.38/PLTV/88888888/224/3221225709/index.m3u8
超级综艺,http://39.135.34.144:8080/000000001000/1000000001000025771/index.m3u8?test/PLTV/=02
潮妈辣婆,http://111.40.196.38/PLTV/88888888/224/3221225680/index.m3u8
哒啵赛事,http://111.40.196.38/PLTV/88888888/224/3221225606/index.m3u8
谍战剧场,http://111.40.196.38/PLTV/88888888/224/3221225632/index.m3u8
动作电影,http://111.13.42.234/PLTV/88888888/224/3221226329/1.m3u8
黑莓动画,http://111.40.196.38/PLTV/88888888/224/3221225628/index.m3u8
黑莓电影,http://111.40.196.32/PLTV/88888888/224/3221225610/index.m3u8
家庭剧场,http://111.40.196.38/PLTV/88888888/224/3221225626/index.m3u8
金牌综艺,http://111.13.42.234/PLTV/88888888/224/3221226347/1.m3u8
金牌综艺,http://111.40.196.38/PLTV/88888888/224/3221225650/index.m3u8
惊悚悬疑,http://111.40.196.32/PLTV/88888888/224/3221225638/index.m3u8
精品大剧,http://111.13.42.234/PLTV/88888888/224/3221226331/1.m3u8
精品纪录,http://111.40.196.38/PLTV/88888888/224/3221225630/index.m3u8
精品萌宠,http://111.13.42.234/PLTV/88888888/224/3221226976/1.m3u8
精品体育,http://111.40.196.37/PLTV/88888888/224/3221225608/index.m3u8
军旅剧场,http://111.40.196.38/PLTV/88888888/224/3221225622/index.m3u8
军事评论,http://111.40.196.38/PLTV/88888888/224/3221225634/index.m3u8
农业致富,http://111.40.196.35/PLTV/88888888/224/3221225636/index.m3u8
武搏世界,http://111.40.196.39/PLTV/88888888/224/3221225664/index.m3u8
中国功夫,http://111.40.196.38/PLTV/88888888/224/3221225678/index.m3u8


斗虎轮播,#genre#
大秦帝国,http://txtest-xp2p.p2p.huya.com/src/1449698864-1449698864-6226409209928351744-2847687540-10057-A-0-1.xs
好先生,http://txtest-xp2p.p2p.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.xs
三国演义,http://txtest-xp2p.p2p.huya.com/src/1524439845-1524439845-6547419278994309120-3049003146-10057-A-0-1.xs
庆余年,http://txtest-xp2p.p2p.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.xs
芈月传,http://txtest-xp2p.p2p.huya.com/src/1423787884-1423787884-6115122398221041664-2847699224-10057-A-0-1.xs
神探狄仁杰,http://txtest-xp2p.p2p.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.xs
活佛济公,http://txtest-xp2p.p2p.huya.com/src/1394565208-1394565208-5989611960499437568-2789253872-10057-A-0-1.xs
今晚80后脱口秀,http://txtest-xp2p.p2p.huya.com/src/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-1.xs
笑傲江湖综艺,http://txtest-xp2p.p2p.huya.com/src/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1.xs
春晚小品,http://txtest-xp2p.p2p.huya.com/src/1423782031-1423782031-6115097259777458176-2847687518-10057-A-0-1.xs
变种人电影,http://epg.112114.xyz/douyu/9651304
港片经典,http://epg.112114.xyz/douyu/413573
历年贺岁大片,http://txtest-xp2p.p2p.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.xs
小宇高帧,http://epg.112114.xyz/douyu/323876
贝爷MAX厅,http://epg.112114.xyz/douyu/4332
国语影院,http://epg.112114.xyz/douyu/8985415
神乐影片,http://epg.112114.xyz/douyu/122402
神乐影片,http://epg.112114.xyz/douyu/85894
喜剧经典,http://epg.112114.xyz/douyu/9650887
女神金电影,http://epg.112114.xyz/douyu/747764
贝爷影厅2,http://epg.112114.xyz/douyu/36337
可乐电影,http://epg.112114.xyz/douyu/20415
冰冰经典电影,http://epg.112114.xyz/douyu/74374
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
华语动作电影,http://epg.112114.xyz/douyu/1504768
高帧影片,http://epg.112114.xyz/douyu/6763930
米娅电影,http://epg.112114.xyz/douyu/6537888


海外,#genre#
BBCNews,http://myott.top/stream/DT6QU63K5VX/85.m3u8
Bloomberg,https://bloomberg-bloombergtv-1-gb.samsung.wurl.com/manifest/playlist.m3u8
Bloomberg,https://bloomberg-bloomberg-2-nz.samsung.wurl.tv/playlist.m3u8
Bloomberg,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
Bloomberg,http://176.227.202.68/tsstreamer/BloombergLDAI_SD.ts
CNN,https://cnn-cnninternational-1-gb.samsung.wurl.com:443/manifest/playlist_1280x720_3000k.m3u8
KBSWorld,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8
NHK,https://nhk2.mov3.co/hls/nhk.m3u8
NHKWorld,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
NHKWorld,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
UNWebTV,https://cdnapi.kaltura.com/p/2503451/sp/250345100/playManifest/entryId/1_gb6tjmle/protocol/https/format/applehttp/a.m3u8


待测试,#genre#
精彩综艺,http://111.20.33.70/PLTV/88888893/224/3221226009/index.m3u8
18号[1280*720],http://111.20.33.70/PLTV/88888893/224/3221226018/index.m3u8
32号[1280*720],http://111.20.33.70/PLTV/88888893/224/3221226032/index.m3u8
191号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226191/index.m3u8
195号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226195/index.m3u8
194号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226194/index.m3u8
196号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226196/index.m3u8
203号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226203/index.m3u8
326号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226326/index.m3u8
331号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226331/index.m3u8
337号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226337/index.m3u8
338号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226338/index.m3u8
378号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226378/index.m3u8
381号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226381/index.m3u8
384号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226384/index.m3u8
382号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226382/index.m3u8
385号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226385/index.m3u8
383号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226383/index.m3u8
390号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226390/index.m3u8
389号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226389/index.m3u8
391号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226391/index.m3u8
393号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226393/index.m3u8
454号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226454/index.m3u8
457号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226457/index.m3u8
459号[1280*720],http://111.20.33.70/PLTV/88888893/224/3221226459/index.m3u8
461号[1280*720],http://111.20.33.70/PLTV/88888893/224/3221226461/index.m3u8
556号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226556/index.m3u8
583号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226583/index.m3u8
805号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226805/index.m3u8
808号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226808/index.m3u8
920号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226920/index.m3u8
934号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226934/index.m3u8
938号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226938/index.m3u8
945号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226945/index.m3u8
950号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226950/index.m3u8
987号[1920*1080],http://111.20.33.70/PLTV/88888893/224/3221226987/index.m3u8
